,country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
159,Australia,36.0,2009,2009,Australia and New Zealand,Australia and New Zealand,5057.0,15.6,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
160,Australia,36.0,2010,2010,Australia and New Zealand,Australia and New Zealand,8415.0,17.5,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
161,Australia,36.0,2010,2010,Australia and New Zealand,Australia and New Zealand,5048.0,15.5,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
162,Australia,36.0,2011,2011,Australia and New Zealand,Australia and New Zealand,8683.0,17.4,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
163,Australia,36.0,2011,2011,Australia and New Zealand,Australia and New Zealand,5010.0,15.5,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
164,Australia,36.0,2012,2012,Australia and New Zealand,Australia and New Zealand,8429.0,16.4,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
165,Australia,36.0,2012,2012,Australia and New Zealand,Australia and New Zealand,4765.0,14.7,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
166,Australia,36.0,2013,2013,Australia and New Zealand,Australia and New Zealand,4681.0,14.4,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
167,Australia,36.0,2013,2013,Australia and New Zealand,Australia and New Zealand,8509.0,15.9,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
168,Australia,36.0,2014,2014,Australia and New Zealand,Australia and New Zealand,4650.0,13.8,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
169,Australia,36.0,2014,2014,Australia and New Zealand,Australia and New Zealand,8516.0,15.7,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
170,Australia,36.0,2015,2015,Australia and New Zealand,Australia and New Zealand,8176.0,15.0,,No,Official Statistics,"Government of Western Australia, Department of Health",Incomplete,Acknowledged incomplete,Yes,,Western Australia only
171,Australia,36.0,2015,2015,Australia and New Zealand,Australia and New Zealand,4439.0,13.5,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
172,Australia,36.0,2016,2016,Australia and New Zealand,Australia and New Zealand,4346.0,13.2,,No,Official Statistics,"Government of South Australia, Pregnancy Outcome Unit",Incomplete,Acknowledged incomplete,Yes,,Southern Australia only
173,Bangladesh,50.0,1995,1995,Central and Southern Asia,South-central Asia,730429.0,25.0,,No,Study,Singh et al 1997,,,Yes,All women,
174,Bangladesh,50.0,1995,1996,Central and Southern Asia,South-central Asia,100300.0,,,No,Official Statistics,Henshaw 2001,Incomplete,Abortion restricted,Yes,,
175,Bangladesh,50.0,1997,1998,Central and Southern Asia,South-central Asia,120042.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Abortion restricted,Yes,,
176,Bangladesh,50.0,1998,1999,Central and Southern Asia,South-central Asia,119997.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Abortion restricted,Yes,,
177,Bangladesh,50.0,1999,2000,Central and Southern Asia,South-central Asia,119634.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Abortion restricted,Yes,,
178,Bangladesh,50.0,2010,2010,Central and Southern Asia,South-central Asia,1299628.0,36.0,,No,Study,Singh et al 2012,,,Yes,All women,
179,Bangladesh,50.0,2014,2014,Central and Southern Asia,South-central Asia,1624320.0,39.0,,No,Study,Singh et al 2017,,,Yes,All women,
180,Armenia,51.0,1990,1990,Western Asia and Northern Africa,Western Asia,25282.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
181,Armenia,51.0,1990,1990,Western Asia and Northern Africa,Western Asia,26094.0,,,Yes,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
182,Armenia,51.0,1991,1991,Western Asia and Northern Africa,Western Asia,27174.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,Yes,,
183,Armenia,51.0,1992,1992,Western Asia and Northern Africa,Western Asia,27958.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,Yes,,
184,Armenia,51.0,1993,1993,Western Asia and Northern Africa,Western Asia,27907.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,Yes,,
185,Armenia,51.0,1994,1994,Western Asia and Northern Africa,Western Asia,30571.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,Yes,,
186,Armenia,51.0,1995,1995,Western Asia and Northern Africa,Western Asia,30726.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
187,Armenia,51.0,1995,1995,Western Asia and Northern Africa,Western Asia,30700.0,,,No,Official Statistics,Henshaw 2001,Incomplete,Below survey of women,,,
188,Armenia,51.0,1995,1995,Western Asia and Northern Africa,Western Asia,30726.0,,,Yes,Official Statistics,Guttmacher Questionnaire (publicly available),Incomplete,Below survey of women,Yes,,
189,Armenia,51.0,1996,1996,Western Asia and Northern Africa,Western Asia,31323.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,Yes,,
190,Armenia,51.0,1997,1997,Western Asia and Northern Africa,Western Asia,19872.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
191,Armenia,51.0,1997,1997,Western Asia and Northern Africa,Western Asia,25266.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
192,Armenia,51.0,1998,1998,Western Asia and Northern Africa,Western Asia,12737.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
193,Armenia,51.0,1998,1998,Western Asia and Northern Africa,Western Asia,18286.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
194,Armenia,51.0,1999,1999,Western Asia and Northern Africa,Western Asia,9638.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
195,Armenia,51.0,1999,1999,Western Asia and Northern Africa,Western Asia,14403.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
196,Armenia,51.0,2000,2000,Western Asia and Northern Africa,Western Asia,11769.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
197,Armenia,51.0,2000,2000,Western Asia and Northern Africa,Western Asia,8082.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
198,Armenia,51.0,2000,2000,Western Asia and Northern Africa,Western Asia,8082.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,,,
199,Armenia,51.0,2000,2000,Western Asia and Northern Africa,Western Asia,,81.0,,No,Survey,2000 Armenia DHS,,,Yes,All women,
200,Armenia,51.0,2001,2001,Western Asia and Northern Africa,Western Asia,10419.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
201,Armenia,51.0,2001,2001,Western Asia and Northern Africa,Western Asia,7602.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
202,Armenia,51.0,2002,2002,Western Asia and Northern Africa,Western Asia,9372.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
203,Armenia,51.0,2002,2002,Western Asia and Northern Africa,Western Asia,7116.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
204,Armenia,51.0,2003,2003,Western Asia and Northern Africa,Western Asia,7779.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
205,Armenia,51.0,2003,2003,Western Asia and Northern Africa,Western Asia,7585.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
206,Armenia,51.0,2003,2003,Western Asia and Northern Africa,Western Asia,10290.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
207,Armenia,51.0,2004,2004,Western Asia and Northern Africa,Western Asia,7780.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
208,Armenia,51.0,2004,2004,Western Asia and Northern Africa,Western Asia,10487.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
209,Armenia,51.0,2005,2005,Western Asia and Northern Africa,Western Asia,7777.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
210,Armenia,51.0,2005,2005,Western Asia and Northern Africa,Western Asia,7737.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
211,Armenia,51.0,2005,2005,Western Asia and Northern Africa,Western Asia,,54.0,,No,Survey,2005 Armenia DHS,,,Yes,All women,
212,Armenia,51.0,2005,2005,Western Asia and Northern Africa,Western Asia,10925.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
213,Armenia,51.0,2006,2006,Western Asia and Northern Africa,Western Asia,7688.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
214,Armenia,51.0,2006,2006,Western Asia and Northern Africa,Western Asia,11132.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
215,Armenia,51.0,2006,2006,Western Asia and Northern Africa,Western Asia,7788.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
216,Armenia,51.0,2007,2007,Western Asia and Northern Africa,Western Asia,7934.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
217,Armenia,51.0,2007,2007,Western Asia and Northern Africa,Western Asia,11501.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
218,Armenia,51.0,2007,2007,Western Asia and Northern Africa,Western Asia,7204.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
219,Armenia,51.0,2008,2008,Western Asia and Northern Africa,Western Asia,12469.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
220,Armenia,51.0,2008,2008,Western Asia and Northern Africa,Western Asia,9032.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
221,Armenia,51.0,2008,2008,Western Asia and Northern Africa,Western Asia,9032.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
222,Armenia,51.0,2009,2009,Western Asia and Northern Africa,Western Asia,10149.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
223,Armenia,51.0,2009,2009,Western Asia and Northern Africa,Western Asia,13797.0,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
224,Armenia,51.0,2009,2009,Western Asia and Northern Africa,Western Asia,10149.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
225,Armenia,51.0,2010,2010,Western Asia and Northern Africa,Western Asia,8577.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
226,Armenia,51.0,2011,2010,Western Asia and Northern Africa,Western Asia,8334.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
227,Armenia,51.0,2010,2010,Western Asia and Northern Africa,Western Asia,,28.0,,No,Survey,2010 Armenia DHS,,,Yes,All women,
228,Armenia,51.0,2010,2010,Western Asia and Northern Africa,Western Asia,8577.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
229,Armenia,51.0,2011,2011,Western Asia and Northern Africa,Western Asia,9334.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
230,Armenia,51.0,2012,2012,Western Asia and Northern Africa,Western Asia,9453.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
231,Armenia,51.0,2012,2012,Western Asia and Northern Africa,Western Asia,9453.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
232,Armenia,51.0,2013,2013,Western Asia and Northern Africa,Western Asia,7839.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
233,Armenia,51.0,2013,2013,Western Asia and Northern Africa,Western Asia,8711.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,
234,Armenia,51.0,2014,2014,Western Asia and Northern Africa,Western Asia,11892.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
235,Armenia,51.0,2014,2014,Western Asia and Northern Africa,Western Asia,8379.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
236,Armenia,51.0,2015,2015,Western Asia and Northern Africa,Western Asia,11104.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
237,Armenia,51.0,2015,2015,Western Asia and Northern Africa,Western Asia,8507.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
238,Armenia,51.0,2016,2016,Western Asia and Northern Africa,Western Asia,5229.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Below survey of women,Yes,,
239,Armenia,51.0,2015,2016,Western Asia and Northern Africa,Western Asia,,21.0,,No,Survey,2015-16 Armenia DHS,,,Yes,All women,
240,Armenia,51.0,2016,2016,Western Asia and Northern Africa,Western Asia,11458.0,,,Yes,Official Statistics,UNSD,Incomplete,Below survey of women,,,
241,Belgium,56.0,1993,1993,Europe and Northern America,Western Europe,10217.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
242,Belgium,56.0,1994,1994,Europe and Northern America,Western Europe,10521.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
243,Belgium,56.0,1995,1995,Europe and Northern America,Western Europe,11055.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
244,Belgium,56.0,1995,1995,Europe and Northern America,Western Europe,13400.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
245,Belgium,56.0,1996,1996,Europe and Northern America,Western Europe,12628.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
246,Belgium,56.0,1996,1996,Europe and Northern America,Western Europe,12353.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
247,Belgium,56.0,1997,1997,Europe and Northern America,Western Europe,12300.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
248,Belgium,56.0,1997,1997,Europe and Northern America,Western Europe,12266.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
